filepath,subject,mode,capture_label,predicted_label,final_label,reviewed
raw/user3/s20260611_161554/0001.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0002.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0003.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0004.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0005.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0006.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0007.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0008.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0009.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0010.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0011.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0012.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0013.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0014.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0015.jpg,user3,posed,neutral,,neutral,True
raw/user3/s20260611_161554/0016.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0017.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0018.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0019.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0020.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0021.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0022.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0023.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0024.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0025.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0026.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0027.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0028.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0029.jpg,user3,posed,happiness,,neutral,True
raw/user3/s20260611_161554/0030.jpg,user3,posed,happiness,,neutral,True
